sentence,relation,enhanced_sentence,label_id
"<e1>Vegetable</e1> <e2>oil</e2> as fuel is a cleaner, safer and less expensive alternative to petroleum based fuel.",9,"<e1>Vegetable</e1> <e2>oil</e2> as fuel is a cleaner, safer and less expensive alternative to petroleum based fuel. [SEP] Vegetable: edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant [KG: No data] [SEP] oil: a slippery or viscous liquid or liquefiable substance not miscible with water [KG: No data]",9
A multi-purpose electrician pliers tool is crucial for severing any gauge <e1>wire</e1> with which the <e2>electrician</e2> is working.,10,A multi-purpose electrician pliers tool is crucial for severing any gauge <e1>wire</e1> with which the <e2>electrician</e2> is working. [SEP] wire: ligament made of metal and used to fasten things or make cages or fences etc [KG: No data] [SEP] electrician: a person who installs or repairs electrical or telephone lines [KG: No data],10
The <e1>fun run</e1> starts at <e2>noon</e2>.,18,The <e1>fun run</e1> starts at <e2>noon</e2>. [SEP] fun run: N/A [KG: No data] [SEP] noon: the middle of the day [KG: No data],18
"Once a major center of opium poppy production in Afghanistan, the <e1>province</e1>'s production of <e2>poppy</e2> had decreased by up to 95% in 2005.",17,"Once a major center of opium poppy production in Afghanistan, the <e1>province</e1>'s production of <e2>poppy</e2> had decreased by up to 95% in 2005. [SEP] province: the territory occupied by one of the constituent administrative districts of a nation [KG: http://www.wikidata.org/prop/direct/P1889: province; http://www.wikidata.org/prop/direct/P279: province; http://www.wikidata.org/prop/direct/P1889: province] [SEP] poppy: annual or biennial or perennial herbs having showy flowers [KG: No data]",17
The <e1>clock</e1> has one brass <e2>bar</e2> attached to a chain on each side of the pendulum.,3,The <e1>clock</e1> has one brass <e2>bar</e2> attached to a chain on each side of the pendulum. [SEP] clock: a timepiece that shows the time of day [KG: No data] [SEP] bar: a room or establishment where alcoholic drinks are served over a counter [KG: http://www.wikidata.org/prop/direct/P1269: bar],3
The site welcomed to the premier industrial <e1>grinding</e1> <e2>wheels</e2> resource.,18,The site welcomed to the premier industrial <e1>grinding</e1> <e2>wheels</e2> resource. [SEP] grinding: material resulting from the process of grinding [KG: No data] [SEP] wheels: a simple machine consisting of a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle (as in vehicles or other machines) [KG: No data],18
A single silver <e1>coin</e1> collected from a Salvation Army red <e2>kettle</e2> near Berlin wasn't just another drop in the bucket.,8,A single silver <e1>coin</e1> collected from a Salvation Army red <e2>kettle</e2> near Berlin wasn't just another drop in the bucket. [SEP] coin: a flat metal piece (usually a disc) used as money [KG: No data] [SEP] kettle: a metal pot for stewing or boiling; usually has a lid [KG: No data],8
"One of the robberes opened a red bag and took all the <e1>money</e1> that was in the <e2>desk</e2> and drawers, ordered the workers to lie down on the floor and took a substantial amount of money with them.",4,"One of the robberes opened a red bag and took all the <e1>money</e1> that was in the <e2>desk</e2> and drawers, ordered the workers to lie down on the floor and took a substantial amount of money with them. [SEP] money: the most common medium of exchange; functions as legal tender [KG: No data] [SEP] desk: a piece of furniture with a writing surface and usually drawers or other compartments [KG: No data]",4
The <e1>taxi</e1> was dropped into the <e2>river</e2> killing all passengers.,6,The <e1>taxi</e1> was dropped into the <e2>river</e2> killing all passengers. [SEP] taxi: a car driven by a person whose job is to take passengers where they want to go in exchange for money [KG: No data] [SEP] river: a large natural stream of water (larger than a creek) [KG: http://www.wikidata.org/prop/direct/P31: river],6
"In his latest book he chronicles, in great detail and with first-hand knowledge, the <e1>factory</e1>'s output of diesel and diesel electric <e2>locomotives</e2>.",17,"In his latest book he chronicles, in great detail and with first-hand knowledge, the <e1>factory</e1>'s output of diesel and diesel electric <e2>locomotives</e2>. [SEP] factory: a plant consisting of one or more buildings with facilities for manufacturing [KG: No data] [SEP] locomotives: a wheeled vehicle consisting of a self-propelled engine that is used to draw trains along railway tracks [KG: No data]",17
A Japanese <e1>ferry</e1> ran into a <e2>whale</e2>.,6,A Japanese <e1>ferry</e1> ran into a <e2>whale</e2>. [SEP] ferry: a boat that transports people or vehicles across a body of water and operates on a regular schedule [KG: No data] [SEP] whale: a very large person; impressive in size or qualities [KG: No data],6
Sixty five million years ago an <e1>asteroid</e1> caused the <e2>extinction</e2> of the dinosaurs.,0,Sixty five million years ago an <e1>asteroid</e1> caused the <e2>extinction</e2> of the dinosaurs. [SEP] asteroid: any of numerous small celestial bodies composed of rock and metal that move around the sun (mainly between the orbits of Mars and Jupiter) [KG: No data] [SEP] extinction: no longer active; extinguished [KG: http://www.wikidata.org/prop/direct/P1889: extinction; http://www.wikidata.org/prop/direct/P1889: extinction],0
Since this afternoon the <e1>models</e1> have come into somewhat better <e2>agreement</e2>.,18,Since this afternoon the <e1>models</e1> have come into somewhat better <e2>agreement</e2>. [SEP] models: a hypothetical description of a complex entity or process [KG: No data] [SEP] agreement: the statement (oral or written) of an exchange of promises [KG: http://www.wikidata.org/prop/direct/P279: agreement; http://www.wikidata.org/prop/direct/P1889: agreement; http://www.wikidata.org/prop/direct/P1889: agreement],18
Amtrak expects a normal rush hour after a fatal <e1>accident</e1> near Baltimore caused <e2>delays</e2> along the Northeast corridor.,0,Amtrak expects a normal rush hour after a fatal <e1>accident</e1> near Baltimore caused <e2>delays</e2> along the Northeast corridor. [SEP] accident: an unfortunate mishap; especially one causing damage or injury [KG: http://www.wikidata.org/prop/direct/P1889: accident; http://www.wikidata.org/prop/direct/P1889: accident] [SEP] delays: time during which some action is awaited [KG: No data],0
"As we saw earlier, <e1>helicobacter</e1> is responsible for causing stomach <e2>ulcer</e2>.",0,"As we saw earlier, <e1>helicobacter</e1> is responsible for causing stomach <e2>ulcer</e2>. [SEP] helicobacter: N/A [KG: No data] [SEP] ulcer: a circumscribed inflammatory and often suppurating lesion on the skin or an internal mucous surface resulting in necrosis of tissue [KG: http://www.wikidata.org/prop/direct/P279: ulcer]",0
"Over 90% of the cases of <e1>ringworm</e1> of the scalp are caused by Trichophyton tonsurans, a <e2>fungus</e2> that infects the hairs and causes them to break.",1,"Over 90% of the cases of <e1>ringworm</e1> of the scalp are caused by Trichophyton tonsurans, a <e2>fungus</e2> that infects the hairs and causes them to break. [SEP] ringworm: infections of the skin or nails caused by fungi and appearing as itching circular patches [KG: No data] [SEP] fungus: an organism of the kingdom Fungi lacking chlorophyll and feeding on organic matter; ranging from unicellular or multicellular organisms to spore-bearing syncytia [KG: No data]",1
"No material was prepared for the sessions, so the three <e1>musicians</e1> improvised an album's worth of <e2>material</e2>.",17,"No material was prepared for the sessions, so the three <e1>musicians</e1> improvised an album's worth of <e2>material</e2>. [SEP] musicians: someone who plays a musical instrument (as a profession) [KG: No data] [SEP] material: the tangible substance that goes into the makeup of a physical object [KG: http://www.wikidata.org/prop/direct/P279: material]",17
"So, while naked, he stole a <e1>car</e1> with <e2>children</e2> inside, dropped one out of the window, and drove it through a fence.",18,"So, while naked, he stole a <e1>car</e1> with <e2>children</e2> inside, dropped one out of the window, and drove it through a fence. [SEP] car: a motor vehicle with four wheels; usually propelled by an internal combustion engine [KG: No data] [SEP] children: a young person of either sex [KG: No data]",18
Many <e1>shoulder problems</e1> are caused by the <e2>breakdown</e2> of soft tissues in the shoulder region.,1,Many <e1>shoulder problems</e1> are caused by the <e2>breakdown</e2> of soft tissues in the shoulder region. [SEP] shoulder problems: N/A [KG: No data] [SEP] breakdown: the act of disrupting an established order so it fails to continue [KG: No data],1
"They signed him up and sent him to Dakar, to a <e1>regiment</e1> of Senegalese <e2>infantrymen</e2> that was leaving for Verdun in 1917.",13,"They signed him up and sent him to Dakar, to a <e1>regiment</e1> of Senegalese <e2>infantrymen</e2> that was leaving for Verdun in 1917. [SEP] regiment: army unit smaller than a division [KG: http://www.wikidata.org/prop/direct/P279: regiment; http://www.wikidata.org/prop/direct/P279: regiment; http://www.wikidata.org/prop/direct/P8030: regiment; http://www.wikidata.org/prop/direct/P279: regiment; http://www.wikidata.org/prop/direct/P8030: regiment] [SEP] infantrymen: fights on foot with small arms [KG: No data]",13
Bernanke is featured on the <e1>cover</e1> of the <e2>magazine</e2> that hits stores Friday.,2,Bernanke is featured on the <e1>cover</e1> of the <e2>magazine</e2> that hits stores Friday. [SEP] cover: a covering that serves to conceal or shelter something [KG: No data] [SEP] magazine: a periodic publication containing pictures and stories and articles of interest to those who purchase it or subscribe to it [KG: http://www.wikidata.org/prop/direct/P1889: magazine],2
"Tulip <e1>mania</e1>, in the 1600s, was caused by the massive <e2>influx</e2> of newly discovered Gold into Amsterdam from the new world: in particular the capture of the Spanish Treasury fleet.",1,"Tulip <e1>mania</e1>, in the 1600s, was caused by the massive <e2>influx</e2> of newly discovered Gold into Amsterdam from the new world: in particular the capture of the Spanish Treasury fleet. [SEP] mania: an irrational but irresistible motive for a belief or action [KG: No data] [SEP] influx: the process of flowing in [KG: No data]",1
<e1>Myth-making</e1> is a major theme of the <e2>exhibition</e2> as witnessed in the massive seven-piece sculpture.,15,<e1>Myth-making</e1> is a major theme of the <e2>exhibition</e2> as witnessed in the massive seven-piece sculpture. [SEP] Myth-making: N/A [KG: No data] [SEP] exhibition: the act of exhibiting [KG: No data],15
